username,comment,sentiment
@yantiyaksin7985,Bicara 2030 krn beliau pengen ganti bpkx .. Sy sihhh mooo,netral
@hehehe12x,DISLIKE NYA UDAH 1JT AN KAH AMPE DI TUTUP?,negatif
@bronz-q5d,TOK DE TOK...KOKOK PETOK...,netral
@Catme9,"Duit pajak buat beli penonton, sama like nya dia doang kelempiauw lahh",negatif
@ILHAMGUNAWAN-m1r,"Maksud hati mendapat pujian .   Tapi utk membaca teks aja levelnya masih jauh dari rosy , aiman atau bossman , apalagi najwa",negatif
@kireina.tensai,Malu,negatif
@renoserena511,"bang udah bang mending jangan ngomong lagi bang, kasian negara ini",negatif
@Iyannnnn-t4i,presiden terbaik Prabowo Gibran,positif
@saripinah4041,"Alamak,,,,kerjaan susah aja koq muluk muluk ngomongnya... Mana janjimu",negatif
@rininingsi4488,Dari Mana Dia Curi Like,negatif
@Narutokita123,maaf mas wapres rakyat2 mu sekolah nya gak bener masi suka caci mencaci miris liatnya,negatif
@MartsaAliysa,woilaa like nya langsung 124k . manipulasi apa lagi itu putra mahkota ?,netral
@andeska0181,"Coba selidiki, sekolah nya, pengen tahu nilai nya",negatif
@rzkyr6597,bayar berapa buzzer tuk like sebanyak itu? miris,negatif
@pahrulpauji3339,Mending jdi supervisor PT dulu,netral
@jordanipil4021,main kekampus jangan ke playgroub,negatif
@Fadli-r3v,bonus atau modus,negatif
@RafaelBigazzo,Dislike kumpul di sini ______,negatif
@srikuncoro3515,Bonus demografi : Fufu fafa jadi wapres...,netral
@danielsinaga1849,Wah pake jasa like YouTube ya  ketahuan nih sering pake jasa buzzer,negatif
@elnino8814,Kosong,negatif
@KEJUMONofficial,Raja karbit,netral
@peinreborn1142,Mentalnya masih aman gak ?,negatif
@sadita7,"padahal klo dia spill kelakuan busuk bapaknya dan circle nya bisa dapet like lebih banyak dan organik, malah baca script bikinan chatGPT sama beli like, sayang sekali...",negatif
@windrapratama2209,Template monolong copas reymond chin banget braay,negatif
@almikz9272,tidak menarik.,positif
@fahmiazuhri9509,"Ibarat lagi nge dongeng, ngantuuk gw..",negatif
@tadosuteja9482,ngomong apa sih nih orang..!!!???,negatif
@tbtbklgf4581,SUMPAH DEMI APAPUN GW IKHLAS UANG PAJAK KITA DIPAKE BUAT BELI LIKES YUTUB,positif
@budisantoso-ze6rp,Ini Wapres ngerti engga ya dengan isi teks yang dia baca?? Monolog seperti robot.,negatif
@kadekp28,janji janji seribu janji,negatif
@abdillah333,sejak kau jd wapres wowo jd presiden... aku merasa indonesia dah bubar...,netral
@moodizen,GOKIL BUKAN CUMA BELI LIKE TAPI BELI VIEWS UDH 1JT AN AJA VIEWSNYA PADAHAL GADA YG NONTON TADINYA,netral
@himderoful,sumpah ..ini Indonesia parah banget.. tetanggaku didesa miskin2 banget..semua kelilit utang ..parah.. didesa nyari duit seratus RB aj susah banget..,negatif
@jaelaniist,"Yg pilih jokowi 2014 lalu mulai dari pilgub tolong tanggung jawab, sekarang keluarga nya melunjak nih",negatif
@JackComboyBoy-t8l3i,Dia itu baca teks atau asli ngomong sendiri??? Tapi kemungkinan baca teks ya??  Lebih bagus ajak diskusi dulu sama anak2 muda yg berwawasan luas,positif
@SHYSHY_,"Lempeng banget, kaya cuma baca doang",negatif
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni,netral
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni,netral
@obigun8439,Siapa yang nulis script nya?? Yang jelas bukan dari hasil pemikiran dia ni,netral
@burina5515,GANTI WAPRES SEGERA,netral
@SiskaIndriyani-mv5eo,BONUS DARI KEBOHONGAN !,negatif
@madebadrunaim9984,"modal gedabrus tok,ngerti apa ora embuh sing penting mangap",netral
@jadjapranajaya8971,Bayangin duit pajak Lo dipake buat bayar bot like,negatif
@siabangjago,"Malu woy, orang hina kok ngasih wejangan sama anak2 muda Indonesia. Lu jadi wapres gara2 paksaan keluarga, dan skrg bapak lu juga bermasalah setelah habis masa jabatan!",negatif
@bangboyz5157,,positif
@jonimanik4908,Belajar membaca,positif
@ItsmeNana-6v6,"nggak usah ditonton, buang-buang waktu",negatif
@januimam6796,artis youtube,positif
@didikromadhoni2931,Pemilu 5 thn lagi kalo ada fotonya. Coblos semuanya. Males,netral
@nurulsahadatifajri8142,"Petarung tangguh? Dibantu bapak sama paman, masih ngomong petarung tangguh?",positif
@ramapriadi2244,kosong...... kosong dan kosong itu lah isi video nya. kerjaan saja minta carikan bapak dan di bantu paman.,negatif
@hilalaltamuz9693,Minimal kerja nyari sendiri lah,netral
@RaizaArrazaq,Pengen liat yang dislike Jadi brapa,negatif
@Rafli.Sutejo,"Wakil negara mana sih ini, berani2 nya ngomongin konoha",netral
@Ucing244,Masih di carikan bapak kerja gak usah bacot.... Debat dulu di Akademi.,negatif
@vinoiskandar1761,Waduh wapres hasil nepotisme sedang pidato nih.tapi sayang cuman masih sekedar baca texs,negatif
@joniistiawan3473,Wapres kosong,negatif
@msp4121,sayang sekali..........sudah ngomong panjang sekali....tapi........tetap tidak mampu membuat RAKYAT PERCAYA.,negatif
@iamochamad,"yg like itu atensi pimpinan dari WA gtup aja kayanya, ""tolong di like""",netral
@pipitkeyla9851,( siva) janggan panggil aku anak kecil paman...panggil saja jonggos oligarki..,netral
@EsJeruk69,"speed 1.5 pun masih kurang cepet, gregetan gua yang denger",negatif
@shahdanr2702,lu ngomong apaan bran?? lu ngerti ga si yang lu omongin??,negatif
@kiroopun,like nya beli wkwk,positif
@papakhay9714,Keq orang mau nangis,negatif
@labaraden8923,"Kesini cuma dislike, gk sneng org nya krna kosong isi nya",negatif
@bangjaadi9726,Wapres gini??????????????? Vooooomm,negatif
@guntutur,Lu pake  bot ya? Banyak bener yg like,negatif
@poponhayati193,So soan,positif
@renattaadelia3775,Bonus demograsi? Ndasmu!!!,netral
@ellav.d.o3175,Kesini mau liat dislike kok ga ada,negatif
@22muhammadluthfi95,likeny byk kok bisa,positif
@UMAYFood,Ada yg bilang kosong  BENER,negatif
@farizsandi8513,Bayar buzzer buat nge like kah???,positif
@heydi5686,malu ege bang,negatif
@romydzaky3500,Kacau nih org,negatif
@aldybarrack6522,Bayangin duit pajak lu di pake buat beli bot likes,negatif
@RaihanSajaO,"AI lagi AI lagi , kapaj maju nya jir kalo tergantung AI gibran gibran , nyuruh Indonesia buat maju kok make AI pake otak lah murni hasil dari belajar",negatif
@xxrndyxx,Dapet wapres belegug kok disebut bonus sih,negatif
@selviapemmy3190,Gak mutu,negatif
@andihprayoga3543,"ketika diam lbih bgus dri pda bergerak dan berbicara.  Nggak habis pikir, negeri ini dosanya apa yah.? dpt pemimpin, pngurus dll dbawah standard",negatif
@athadlmt8178,"Wapres bisanya cuma baca skip sok2an ngomongin usia produktif tp phk dimana2, mana 19jt lapangan kerja baru omon2",netral
@Ciellslebew,Tak tahu malu,negatif
@Teahahahah,"Hahah, beli bot like LOL LMFAO",negatif
@nandakurniawan9854,Omon-omon ah.. Ente kerja aja dicariin bapak pake cara gak bener.   btw itu like langsung meroket gitu yak..,negatif
@aliramadhanalhadad3735,"Buka, dislike, report, ngga nonton full, keluar",negatif
@aimbass7856,yang paling kuat itu adalah ORDAL,positif
@koecingkampoeng8086,KOSONG KOSONG KOSONG....... WAPRES PALING CURANG SEPANJANG SEJARAH PEMERINTAHAN INDONESIA.,negatif
@therisingofroninbonsai,Giliran kita maju bekerja dan berjuang untuk INDONESIA 6:19,positif
@Alien_Jupiter,"Menurut gue editannya udah bagus, hanya saja thumbnail hasil niru dan isinya cuman omong kosong aja, muter muter gajelass",negatif
@yukireinvmusic,Jumlah dislike nya mana,negatif
@seputarpertanians-p3366,"Ngomong opo ,, ngomong opo kumur kumur",netral
@rayisomantri447,segitunya sampai beli like wkwkwkw,negatif
@syahrudi_n3241,Fufufafa gak guna,negatif
@pujowidodo5478,Isi pikiran Gibran ya cuma itu itu aja nggak nambah nambah pinternya,negatif
@ryoblu3sky5,Kocak....ganti pakai AI ajalah,negatif
@romlihidayat740,"Sakitu teh baca, eyyy belegug",negatif
@andeska0181,"Kasihan ngelihat nya, Kayak robot yg di setel",negatif
@reidha,Dimana sumpahmu?,negatif
@islandlovelove,The real gentong kosong nyaring bunyinya,negatif
@renzko3225,Yahahah suntik like wowkowkwowkwo,negatif
@fikarazka3016,apaan ni pajak rakyat buat di beli like youtube dan komen nya,netral
@alapuramovlog2016,taaaaaaiiiiiiiiii,positif
@marufridho,"Semangat, Mas Wapres!",positif
@ferdiansyahmuliawan7839,Pengen tau jumah dislikenya gmn ya?,netral
@HardwinPanjaitan,,positif
@natalieenattnatt,Scroll aja bang saya di sini cuma numpang ngasih dislike sama nunggu rasio dislike nya 58% omke gas omke gas,negatif
@efendybk1151,Wapres paling gak guna sepanjang sejarah..  plonga-plongo,negatif
@_adinn13,ahhhh,positif
@TonoDjumartono-po8rd,Wapres ri gak bermutu.,negatif
@hadrianpaser3326,tok de tok only tok de tok petok,netral
@KazseaNyar,"""Kita"" katanya",netral
@gaizkanaufal2446,Memalukan,negatif
@EbietRomandoRohi,"Bisa ga, mas gibran di ganti SILVESTER MATUTINA",netral
@leythlegacy,Di like botting anjir,netral
@indrayesyouyesyou5985,Ee,positif
@RAKYAT_BIAS4,"Tetap semangat pak wakil, kami mendukungmu untuk kemajuan bangsa kita",positif
@Yumikaela86,Buzzer like dibayar sama pajak kita y,netral
@GshVddb,Bayar berapa buat like sebanyak itu wkwkw,negatif
@arejakselamanya7320,dislike terakhir tembus 84rb tp skg knp di sembunyikan?  bisa jadi skg sudah mencapai jutaan dislike tuh,negatif
@MoonlightDub-f7e,Wkwk dapat posisi dari orang dalam,negatif
@HeriPyg,"Semangat pak wapres, yg muda yg berprestasi",positif
@viral_terdepan,Dislikenya lebih banyak,negatif
@leviathan3631,Anak nepotisme nyuruh generasi muda berkembang. Kocak bet ni orang wkwk,negatif
@septiantrimulianto6446,Abis berapa duit buat beli like bang? Wkwkwk,positif
@startedworkoutnow,6:19 HUH gw barusan nonton apaan yak...,negatif
@cappucinohangat533,Beli jumlah likes kah pak   Auto dislike..,negatif
@iketutfria3575,Addduuuuuh🫣,netral
@yudibudiman,Saya hanya melihat komen PARA-PARA viewers,netral
@grimgravis,Bullshit,negatif
@Ash-ff3jl,Ferry irwandi wannabe,netral
@NilaWati-k5g,"Malu gue punya wapres seperti elu, coba bandingkan dengan wapres2 sebelum yang paten.",negatif
@dediibanez,trims ... saya sudah sumbaang dislike,negatif
@dzybrellasuruhkalong2208,Kosong....gak ada faedahnya,negatif
@sirajabbas8579,Berapa dislike nya woy?,positif
@sazhenmari,"Bang lu itu bisa gak sih ngomong gak kaku banget, minimal pake otak sendiri",positif
@AbdRahman-ik4qn,Pepesan kosong,negatif
@sapujagad5574,Fufufafa,positif
@oceanpinkwave,Dislike terus guys,negatif
@bukansangpecundang6627,Hahaha komentar negatif semuanya   pertanda apa lurr,negatif
@asdirbolong6456,Sok pintar,negatif
@Rizky.Ramadhan,6menit tong kosong,negatif
@The_Saga234,Boruto real life,positif
@nabilfatih,kosong,negatif
@Rudianto-dw8ux,Kosong,negatif
@zuerdaiswara,58% tidak ditemukan di kolom komentar Youtube.,netral
@gatotsuripto-k1o,Dia ngmng tapi gak tau yg di omongin,negatif
@Cucuku-br5ti,hahahahahahahahahaha,positif
@AgusMaryudi-bc2wv,Ini wapres kok cuma baca,netral
@MitsukiEXE,Karbit lu,negatif
@danuhardianto6090,Ah kocak,positif
@taufiqibrahim,matanya ngeliat ke mana sih bingung & stres nontonnya,negatif
@westy6015,"Parah bgt niy produk mengkangkangi Demokrasi Indonesia , bicara kesempatan emas bonus demografi, anda tidak layak bicara mewakili generasi muda krn anda jd wapres krn bapakmu !!!",negatif
@sapoiarts5721,yaping,positif
@AyoKembali,Ini robot kah? Kaku banget,negatif
@tokitokich,MENTAL AMAN ?,positif
@fathyatrihidayati1256,Kerja aja masih dicariin bapaknya,negatif
@Etzue,Gini amat punya wapres,netral
@cimengart5306,Wapres karbit,netral
@benmoh4030,Bonus demografi tapi keterbukaan lapangan pekerjaan defisit apaagi minus (phk) kan kocak...,netral
@wildangodgod,hahaha kocak kocak,positif
@harlysukarno6536,AI lbh berguna drpd anda,positif
@Zulmovies,Halah paling scriptnya pake chatgpt,negatif
@antekliyue9874,anjay duit pajak dikonversiin jadi bot like,netral
@monkeydlufi7006,planga plongoooo baca teks astaghfirullah,negatif
@exeransbg6259,maju terus wapresku,netral
@nandapratiwi5534,"GAADA KESEMPATAN EMAS, ELO AJA DICARIIN KERJA SAMA BAPAK LO BZIRRRRRR",negatif
@Ridwankadabra,Sumpa gada isinya bingung mau nyimpulin apa wkwk,negatif
@muh.arifalim7528,KOSONG,negatif
@haikalls1733,ga masuk blass,netral
@cintagamers1711,Sangat sang tidak berfaedah,positif
@auxumnmoon4822,Yeee beli views dia,positif
@dCapt20,Memalukan,negatif
@gentaralam7294,IQ lu itu ga sampe bos... Itu faktanya di kehidupan....,negatif
@ochepradananandika5713,Kosong !!,negatif
@arvinkhairi,Taii....,positif
@RAM-bt7sg,AGAK LAEN KAUU  AGAK LAEN BAPAK MUU AGAK LAEN KAUU SEKELUARGA  ULANGI 2 ×,positif
@wkwkzzz,kocak,negatif
@Lazaret_miyako,Ferry irwandi momentos. Dasar el fufufafa🫵,netral
@AgusMaryudi-bc2wv,Ngomong budaya kompetisi kok suka main belakang,positif
@romydzaky3500,99% full editan dan prompter,positif
@ahmadfahrian2999,"Kasian gua liatnya, dibuly 1 indonesia",negatif
@krisnasentanu772,"rileks aja fufufafa, kaku amat baca teksnya. tampil yang rapih ya jangan malu2 in bapak dan paman.",netral
@rezkyzakiri3869,"Lo aja beban, mana paham si lo, gegara bapak lo bukan bonus malah jadi mampus  debat pemikiran yuk coba yuk banyak yuh yg nantangin berani ga?",negatif
@Zulkarnain-ke9lz,MALU PUNYA PIMPINAN MODEL GINI..!!!!,negatif
@isyhaqchannel2434,Ngomong aja baca melebihi anak SMA,negatif
@Yalawaton98,Song kosong kosong kosoong Song kosong kosong kosoooong Song kosong kosong kosooooong,negatif
@oksb6360,,positif
@sweetyoonhae,Wkwkwkkw wapres gada harga dirinya wkwkwkwkwkwkwkwkkwk,positif
@AliJamila-kh7re,Kok pidatonya delalu baca teks,netral
@IswantoWan-m6r,,positif
@herisetyawan8715,Ngomong opo iki ke coooookkk,positif
@SaifuddinQutuz-fi4id,Ga mutu,positif
@Justicia99-u2g,"Coba datang ke kampus mass, sampaikan di depan forum  intelektual, ga bagus menyampaikan informasi sambi baca teks, kalau  soal2 baca teks anak SD pun bisa seperti itu.",negatif
@mamazzmamazz5734,Tulul,negatif
@khalis212,"Generasi Emas Tahun 2045, eitsss.... itu BUKAN Masehi ya. TAPI tahun Hijriyah.",netral
@sldaf2036,Bisa baca doang,negatif
@MrZins-v8f,Halah nyocot,negatif
@AkosApuy,,positif
@TheAlgebra0,Wkwk wakil presiden gak punya malu di Indonesia,negatif
@aldyansyah8704,kosong,negatif
@SeptianSuryadinata-en6gf,LAPANGAN KERJA,positif
@adisuryadinata819,Ga ad isinya,negatif
@TheAffan46,Samsul ngomong apaan sih lu,negatif
@abbasofficial2704,51 rb lebih komentar isinya cacian semua. Sepertinya 'sanksi sosial akan terus melekat seumur hidup'. Masyarakat akan terus mengenang sbg hasil cacat hukum.,negatif
@Otenlovers,Kosong,negatif
@agussiswandi4777,Ya Allahh.. baca komen isinya,negatif
@meccarin,Gila,positif
@Roy-nw1gr,Noh minum ciu biar matanya ga seperti orang ngantukan,negatif
@AyaSukma,LU BIKIN PALA GW MAKIN PUYENG,negatif
@dubleby,Coba aja gw dari kcil punya koneksi jg,netral
@gugungumelar447,Wkwkwkwk,positif
@cintagamers1711,Tk ada faedahnya,negatif
@brrrchio,kurang ajar pajak warga dipake buat beli likes,netral
@giriisworld1987,Ternyata ada ya orang yang ga punya malu..,negatif
@dulsfreedom,Memalukan!!,negatif
@KarzzDragussin,"Banyak yapping ayam ni, minimal berbobot",negatif
@fajarharidhaputranto3723,"Kerja masih di cariin bapak nya, minta tolong pamannya aja sok sokan .. Itu kata teman saya yg temannya kek bangke",negatif
@Temanvinort,Alah Moco teks,netral
@MonaRoh-rs5uj,Wkwkwk..wapres kebanyakan minum asam sulfat...,negatif
@pulungmarhaendrajati31,,positif
@hanif_h,Shame on you,negatif
@sunnyspeed23,P balap Tamiya,netral
@teamsupport1565,,positif
@rikoarmando366,"wapres yg belum dewasa, belum sunat juga info nya",netral
@HammtaroKatili,"Lhaa ini kebanyakan kecebung mengkhayalnya tinggi banyak, klo cuma ngomong anak SD suruh baca....klo memang ada ilmunya gak usah pakai baca lee le",negatif
@rijaltdj339,,positif
@PGFUNNYCATS,Dislike,negatif
@andeska0181,"King of Omon2, ora jelas blassssss",positif
@BangkebeuritBau,,positif
@AbuFatsyahais,Perhatikan dah..apanya ayo yg CUTBRAY,netral
@bobyprakoso5708,NGANTUK,negatif
@Svbdbd-e5f,"Otaknya 11,12 ama bocah  kls 4 SD",negatif
@imsuandi3023,6 menit rasanya kyak 6 tahun. bosen dengerinnya,negatif
@bagaskara2679,KOSONG,negatif
@yogisamfauzi8225,Ngomong apa sih asam sulfat,negatif
@kolel1076,keren mas,positif
@laodezaitulradio5531,Ngomong apa sih?,negatif
@NitaSwasono,Percuma jk generasi muda diberi ckntoh yg salah oleh bapak & keluargamu,negatif
@imajener,"Video pak Wapres sangat inspiratif, lebih baik di FGD kan di kampus kampus pak, biar terang benderang",netral
@fazeew,halah nyocot,negatif
@KenariSunkis,Wkwkwkwkwk... Bocil,negatif
@JuniorBola20,Bullshit,negatif
@CINTAMUSIK-x5z,ko komentarnya buli semua..apa yang salah sama pak gibran wakip presiden RI,negatif
@shahranecl,Ngomong apa coo,negatif
@davidambarita3655,Malu Malu,negatif
@agentofchange212,"Terus lawan hingga dia copot dari jabatan wapres & jabatan-jabatan publik lain -> NAHI MUNKAR, WAJIB!",netral
@RaharjoPram,Fufufafa,positif
@okky9256,Beli like kocakkkk,positif
@rizrahmani,fufufafa,positif
@budysri6544,wapres karbitan,negatif
@Spesialis.ngakak,ganti wapres yg kembung,netral
@azizmalik4528,Hahaha kosong,negatif
@RANTIMUSTALIFA,Kacau,negatif
@DZKDLYNT,dangkal,negatif
@ekoramdani6360,KOSONG,negatif
@owi89,"Jujur, Aq hanya untuk baca komeen doanng, Selebihnya ttg videonya sorry ye sorry ye sorry ye.. Nyari di google atau ai aja udah tau",netral
@alapuramovlog2016,super taiiiii,positif
@yunitaharis9106,Dia Kalau gak ada bpknya. Kasiannnn,negatif
@Fun.Ishaan,dikasih yg beneran pinter malah dikatain omon2,negatif
@Jukichenn,smk juga butuh makan gratis.,netral
@tajuddinwaris1758,Payah,positif
@jokopunkut4091,Elu aja kali ma keluarga lu yang dapet giliran,negatif
@SumberjayaAbadi-n6x,Anda cuma korban nafsu serakah orang tua,negatif
@masuus99,Pencitraan doang,negatif
@BladeFelx,Tatapan kosong yang mengerikan,negatif
@extrakginseng,Taeeek!!,positif
@rizskypratama3191,"Knpa kolom dislikenya di sembunyikan, tidak transparan sebagai wapres",netral
@harjoeno7324,Tai,positif
@harjadgarage851,Tai,positif
@wiwiekevco7794,ha ha ora jelas,negatif
@hanialbacares,Enak banget wapres jalur bapak,positif
@mantoysedc3176,"Buzzer nya like nya luar biasa kerja kerasnya ... Like nya 124k, dislikenya 167k ... Hahahahahaaa... Dan komennya hater semua ... Yg klik like nya gak ada yg komen nih atau cuma robot aja yg nge like ????? Dikira kita semua bodoh kali ya sama buzzer nya gibran ...",negatif
@exelunasilentmusic4279,Yapping mulu pakpres,negatif
@PuspaTajem,ada bocoran jumlah DISLIKE hari ini?  udah berapa puluh kali lipat dibanding yang ngelike?,negatif
@junaahsafitri546,njirrr kuota gue habis cuma liat video yg gada isi nya,negatif
@alfeezy8324,,positif
@denialvarizky6000,Kaya di dongengin gw,positif
@AryaPutra-rl5wr,nepotisme merajalela,negatif
@arisaputrapratama,TOD.,positif
@andyvamous4492,"A.I bagaimana... internet lambat A.I malah jadi lelet/loading loop/internet problem. siapa yg gk lupa dengan kata-kata ""internet cepat buat apa?'"" kata-kata itu menghantuiku. mau cepat, paket internet semakin mahal. china sudah memasuki internet 10G sedangkan indonesia 5G saja belum meyeluruh.",negatif
@harjadgarage851,"Dlu wktu ada yg bilang asamsulfat untuk bumil....GW tamatan smp langsung mikir,MAU NGERACUN....???",negatif
@liamuniarti4835,Cariiii kerjaa susah brooo...ga USA ngomong 2030...skg aja susah rakyat butuh makan bukan teory yg tadka pasti,negatif
@danangputranto6141,Textnya dari AI juga?,negatif
@Cceajah,"Gw si malu punya wapres kaya Lo, najisssss najissss najisssss .",negatif
@dendialrashid6735,Cari kerja juga pake AI ya? Ayah dan Ibu.. atau pake APS? Ayah Paman berSEKUTU..,netral
@rifahafidz9378,Itu beli laike d biyyai negara ya,netral
@rifahafidz9378,Cara beli like dmn ya,netral
@Ardh12,Mantap mas,positif
@fadfadnrb,shoot video di pademangan dung mas gib,netral
@helfial372,"Perjuangan beliau yang tulus ikhlas demi rakyat, Indonesia berhutang pada Bung Hatta",positif
@fastabikhulkh1827,Woy yatim by1 ml sini,netral
@syahrulbachtiar8508,wapres lewat jalur nabrak nabrak konstitusi,netral
@alfanpranataR,Gini aj kl gitu...wapres indonesia ganti AI....  Wapres indo skrg kodamnya kosong soalnya,negatif
@JonyTheCat-kl9cd,"Mau 1000 konsultan pemoles performance dihire, yg namanya bawaan lahir dr genetic itu sussssyahh dirubah. Kebiasaan membaca saja tak punya. Apalagi karakter Licik, maling itu attitude yg jg susah dirubah kl bkn hidayah.",negatif
@arjunamc7948,BOCAH KOSONG,negatif
@IHFID-e2n,"Semangat terus mas gibran, buktikan dengan kerjaa",positif
@rizkyrama4569,Hai andaaa.. anda lawak!,netral
@yusufmulhakim7222,Bacooooottttttttt,negatif
@graceangela1231,terlepas dari segala-galanya. murni gue denger sebagai beliau wakil presiden.  gue ga termotivasi selama 6 menit ini.,negatif
@satriananda3144,"Pak fufa, sadar diri klo dari awal ketahuan busuk orang juga males dengar anda.",negatif
@m.marcelloarief2222,"ahahahhaha, suntik likes",positif
@JhonyAkbar,Ayooo.... Pak gibran kita maju bersama sama rakyat,positif
@Sizone23-pm2sg,DITUNGGU DEBAT LANGSUNG VS BEM SELURUH INDONESIA...JANGAN MONOLOG DONG.,netral
@minilensastudio,tombol like diserang busser,negatif
@hanialbacares,Aduh aduh gmn rasanya hidup masih diurus bapak?,negatif
@Ruby-YT26,Wawww kok hilang DISLIKE nya,negatif
@reyzarenald9322,Maaf cuman nambah 1 dislike,negatif
@IndonesiaRaya-xq7wi,"Tidak perlu pintar, asal bapak dan paman masih ada semua pasti lancar",positif
@andrebona2908,Dislike terus rame2,negatif
@rahayune2713,Ironis.. wapres yang tidak ada nilai plusnya..,netral
@GatutPudjianto,Prettttt....,negatif
@nautilussp1366,Likenya beli berapaan tuh? Dislikenya pasti dah JUTAAAN makanya disembunyikan,negatif
@bambangsrimulianst9282,Suruhlah dia pidato secara langsung.. Pasti gak selancar begini narasi penyampaiannya..,negatif
@adeputra5314,Purnawirawan kuy...,netral
@fauzan302,Yang pintar ini editor nya. Gimana y cara ngedit begini,negatif
@DEMONILLA,"bosen ah, baru aja nonton 2 menit. editannya terlalu rame pula jadi ga nyaman nonton.",negatif
@Viravican,Ngomong apa bapak ini. Gak ngerti saya. Intinya. Maklum iq ku rendah,negatif
@davidchristian8031,Dimana tindakan nyata dari pemerintah? Bisanya ngomong doang,negatif
@nimmudie,"Penonton , lu yakin ama doi ?? ya gue yakin dia BOHONG ,   Kekuatan kita adalah Paman MK , wakakak",negatif
@joelissa3920,Kosong ya tetap saja kosong miris negara ini,negatif
@Rizky-j3f,Njirrrrrr kosong nyeee terlihat bgt dari sorotan mata nyeee,negatif
@muhammadiqdam4573,Jangan pernah belajar dari gibran..,netral
@hevi-q5w,"bu iriana nangis liat komen komen ini pasti ,kasih tau bu anaknya jangan nurut mulu bapak nya yg gemblung",negatif
@marsolosimanjuntak8940,Saya pribadi sdh cukup tertipu sekali oleh pemilik ijazah palsu,negatif
@dedeyusdianto,Punya malu nggak,positif
@bierdoff,Udahlah mass.. udh ga mempan yg gini.. baca prompter mah lancar kalo langsung paling hah hoh hah hoh ga sampe 10 detik abis itu kabur.. semua tau ini semua bukan buah pikiran enteee,negatif
@aseptriyani6694,"Anda bisa berbohong kepada seseorang berkali kali Anda bisa berbohong kepada banyak orang sesekali,tetapi anda tidak bisa berbohong kepada semua orang selamanya. Abraham lincoln",negatif
@dienrosmawanto3024,Dislikenya kok gak muncul...bonus apaan nih,negatif
@jamiludinlhegan4288,Yang sabar pa Gibran .. dan bapa Jokowi perubahan negara di pegang pa Jokowi selama 10 tahun banyak perubahan dan peningkatan KLO kita lihat Denga hati nurani .. di bandingkan presiden terdahulu.... tapi ada aja orang iRiiiiiiii DENGKI yang selalu menjatuhkan pa Jokowi dan presiden terhormat kita pa Prabowo dan wakil pa Gibran ...Allah beserta orang-orang sabar ..... sehat selalu ....amin ya Allah ..maju trus pantang mundur...,negatif
@bagiyo9911,gua kesini cuma buat dislike,positif
@hanialbacares,Oalah ini yg beli likes,negatif
@rikingrh22,Kasihan....,negatif
@yuddgifari5506,Witok detok not onli tok detok,negatif
@rifahafidz9378,Saya fcus ke matanya kok kayak bca terus,netral
@TheAkbar1994,duet wowo dan fufufafa daya rusaknya lebih besar dan kuat dari wiwi,netral
@mayumi0483,"Pinter yg buat skrip, gibrannya tinggal baca tapi ga ngerti apa yg dibaca",negatif
@anggaprityatomo,Ganti Doraemon aja dah mendingan wapresnya,positif
@ramdoni2384,Ko gada tombol dislike di koment ya >>>>>>,netral
@joregedd8514,"Di sini warga negara dengan kecerdasan ngumpul, terlihat dengan reaksinya. Bukan warga yang tergiur guyuran bansos tentunya.",negatif
@microge3218,"Kalau mau lihat orang-orang yang hatinya gelap, lihat aja yang komen di video ini. Mereka susah di ajak maju, merasa dirinya malaikat.",negatif
@tiaracahyaningtyas599,"Kalo baca teks doang sih, ganti aja wapresnya pake AI",netral
@IppPon,Beli like dia wkwk,positif
@erbnws16,Bang saya udah 1 th lebih blm dpet kerjaan,negatif
@Senimanae,"NETIZEN JIKA MENGKLAIM DIRI ANDA PINTAR ,BERISI ,GELAR SEABREK, KRITIS. HARGAI SETIAP ORANG YANG MENYAMPAIKAN ILMU. KALAU ANDA SEORANG YG BERILMU ANDA TIDAK MUNGKIN SEPERTI ITU.",negatif
@dienrosmawanto3024,Sapa aja bisa kalo cuma baca naskah dari tim,negatif
@fahrezalubis,Ingat neraka itu ada buat org yg beriman. Dipukuli munkar nakir d alam kubur itu bukan perkara gampang. Marilah kita bersopan2 dan tidak melakukan pelanggaran.,negatif
@adjidigidaw6860,"Brantas korupsi aje dulu, sampe ke akar akarnya,",negatif
@chanelrandom243,"Gimana mau produktif banyak pemuda pengangguran.lapangan pekerjaan saat ini bukan cuma Mandang skill,tapi Mandang fisik juga.",negatif
@phaycool-fg3dz,"Terus maju mas gibran, haters gonna be hate.",netral
@izhnaisnainiyah2823,"Tetap semangat berkarya, berjuang, berkontribusi untuk Indonesia mas gibrann",positif
@fatcatvlo,"Ini namanya sistem demokrasi yg kalian semua perjuangkan..munculny itu pemimpin yg favorit bkn pemimpin yg kompeten..gibran tuh ga salah,,pemimpin aplgi wakil ga wajib pinter,,yg pinter kan bisa di undang jd penasehat. pemimpin yg plg penting itu berani take action..percuma pinter tp ga berani memutuskan krn ga untungin dirinya sendiri..klo mo pemimpin yg kompeten ya ubah politikny jgn demokrasi",negatif
